academic_year,sending_institution,receiving_institution,major,group,section,receiving_type,receiving_requirement,sending_courses,sending_course_options,fulfillment_options,no_articulation_reason,denied_courses,template_cell_id
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay",Cinematic Arts & Technology B.A.,"{""type"": ""Conjunction"", ""conjunction"": ""And"", ""id"": ""913bbf32-8730-4725-cbd7-08dd6d829ac2"", ""selectionType"": ""Complete""}",,Course,CART 200 - Cinematic Arts Fundamentals,ARTV 1 - Introduction to Film/Video,['ARTV 1 - Introduction to Film/Video'],"[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['ARTV 1 - Introduction to Film/Video']}], 'courses': ['ARTV 1 - Introduction to Film/Video'], 'must_take_together': False}]",,[],6ecb9b48-b1c3-44ea-d1ae-08dd6d829ad0
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay",Cinematic Arts & Technology B.A.,"{""type"": ""Conjunction"", ""conjunction"": ""And"", ""id"": ""913bbf32-8730-4725-cbd7-08dd6d829ac2"", ""selectionType"": ""Complete""}",,Course,CART 228 - Cinematic History 1849-1960,THEA 9 - History of Film: 1880s through 1950s,['THEA 9 - History of Film: 1880s through 1950s'],"[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['THEA 9 - History of Film: 1880s through 1950s']}], 'courses': ['THEA 9 - History of Film: 1880s through 1950s'], 'must_take_together': False}]",,[],fd4f871d-888c-478c-d1af-08dd6d829ad0
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay","Business Administration B.S., Entrepreneurship Concentration","{""type"": ""Conjunction"", ""conjunction"": ""And"", ""id"": ""5483929c-1b7a-484c-cbda-08dd6d829ac2"", ""selectionType"": ""Complete""}",,Course,BUS 200 - Personal & Professional Responsibility,BUSI 1 - Introduction to Business,['BUSI 1 - Introduction to Business'],"[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['BUSI 1 - Introduction to Business']}], 'courses': ['BUSI 1 - Introduction to Business'], 'must_take_together': False}]",,[],8064295a-62c2-409a-d1cb-08dd6d829ad0
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay","Business Administration B.S., Entrepreneurship Concentration","{""type"": ""Conjunction"", ""conjunction"": ""And"", ""id"": ""5483929c-1b7a-484c-cbda-08dd6d829ac2"", ""selectionType"": ""Complete""}",,Course,BUS 201 - Macro Economics,ECON 2 - Principles of Economics: Macro,['ECON 2 - Principles of Economics: Macro'],"[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['ECON 2 - Principles of Economics: Macro']}], 'courses': ['ECON 2 - Principles of Economics: Macro'], 'must_take_together': False}]",,[],d8c1064f-f233-41a1-d1cc-08dd6d829ad0
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay","Business Administration B.S., Entrepreneurship Concentration","{""type"": ""Conjunction"", ""conjunction"": ""And"", ""id"": ""5483929c-1b7a-484c-cbda-08dd6d829ac2"", ""selectionType"": ""Complete""}",,Course,BUS 202 - Micro Economics,ECON 4 - Principles of Economics: Micro,['ECON 4 - Principles of Economics: Micro'],"[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['ECON 4 - Principles of Economics: Micro']}], 'courses': ['ECON 4 - Principles of Economics: Micro'], 'must_take_together': False}]",,[],f8d8d896-a2f7-404d-d1cd-08dd6d829ad0
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay","Business Administration B.S., Entrepreneurship Concentration","{""type"": ""Conjunction"", ""conjunction"": ""And"", ""id"": ""5483929c-1b7a-484c-cbda-08dd6d829ac2"", ""selectionType"": ""Complete""}",,Course,BUS 203 - Financial Accounting,BUSI 3A - Financial Accounting,['BUSI 3A - Financial Accounting'],"[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['BUSI 3A - Financial Accounting']}], 'courses': ['BUSI 3A - Financial Accounting'], 'must_take_together': False}]",,[],5250ff4c-a695-448e-d1ce-08dd6d829ad0
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay","Business Administration B.S., Entrepreneurship Concentration","{""type"": ""Conjunction"", ""conjunction"": ""And"", ""id"": ""5483929c-1b7a-484c-cbda-08dd6d829ac2"", ""selectionType"": ""Complete""}",,Course,BUS 205 - Managerial Accounting,BUSI 3B - Managerial Accounting,['BUSI 3B - Managerial Accounting'],"[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['BUSI 3B - Managerial Accounting']}], 'courses': ['BUSI 3B - Managerial Accounting'], 'must_take_together': False}]",,[],e8978e9b-83e0-403e-d1cf-08dd6d829ad0
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay","Business Administration B.S., Entrepreneurship Concentration","{""type"": ""Conjunction"", ""conjunction"": ""And"", ""id"": ""5483929c-1b7a-484c-cbda-08dd6d829ac2"", ""selectionType"": ""Complete""}",,Course,BUS 206 - Business Law,BUSI 4 - Business Law,['BUSI 4 - Business Law'],"[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['BUSI 4 - Business Law']}], 'courses': ['BUSI 4 - Business Law'], 'must_take_together': False}]",,[],fb317081-e3a7-4c4b-d1d0-08dd6d829ad0
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay","Business Administration B.S., Entrepreneurship Concentration","{""type"": ""Conjunction"", ""conjunction"": ""And"", ""id"": ""5483929c-1b7a-484c-cbda-08dd6d829ac2"", ""selectionType"": ""Complete""}",,Course,MATH 115 - Finite Mathematics,(MATH 17 - Finite Mathematics) OR (MATH 18 - Calculus and Analytic Geometry for the Biological/Social Science/Business),"['MATH 17 - Finite Mathematics', 'MATH 18 - Calculus and Analytic Geometry for the Biological/Social Science/Business']","[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['MATH 17 - Finite Mathematics']}], 'courses': ['MATH 17 - Finite Mathematics'], 'must_take_together': False}, {'option': 2, 'groups': [{'group_conjunction': 'AND', 'courses': ['MATH 18 - Calculus and Analytic Geometry for the Biological/Social Science/Business']}], 'courses': ['MATH 18 - Calculus and Analytic Geometry for the Biological/Social Science/Business'], 'must_take_together': False}]",,[],7068ed3a-57af-4a41-d1d1-08dd6d829ad0
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay","Business Administration B.S., Entrepreneurship Concentration","{""type"": ""Conjunction"", ""conjunction"": ""And"", ""id"": ""5483929c-1b7a-484c-cbda-08dd6d829ac2"", ""selectionType"": ""Complete""}",,Course,MATH 130 - Precalculus,MATH 13 - Pre-Calculus,['MATH 13 - Pre-Calculus'],"[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['MATH 13 - Pre-Calculus']}], 'courses': ['MATH 13 - Pre-Calculus'], 'must_take_together': False}]",,[],14039d08-41cd-4284-d1d2-08dd6d829ad0
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay","Business Administration B.S., Entrepreneurship Concentration","{""type"": ""Conjunction"", ""conjunction"": ""And"", ""id"": ""5483929c-1b7a-484c-cbda-08dd6d829ac2"", ""selectionType"": ""Complete""}",,Course,MATH 150 - Calculus I,MATH 20A - Calculus with Analytic Geometry I,['MATH 20A - Calculus with Analytic Geometry I'],"[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['MATH 20A - Calculus with Analytic Geometry I']}], 'courses': ['MATH 20A - Calculus with Analytic Geometry I'], 'must_take_together': False}]",,[],6629e895-961e-4020-d1d3-08dd6d829ad0
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay","Business Administration B.S., Entrepreneurship Concentration","{""type"": ""Conjunction"", ""conjunction"": ""And"", ""id"": ""5483929c-1b7a-484c-cbda-08dd6d829ac2"", ""selectionType"": ""Complete""}",,Course,BUS 204 - Business Mathematics and Statistics,((STAT C1000 - Introduction to Statistics) OR (PSYC 19 - Introduction to Statistics for the Social Sciences)) OR (SOCI 19 - Introduction to Statistics for the Social Sciences),"['STAT C1000 - Introduction to Statistics', 'PSYC 19 - Introduction to Statistics for the Social Sciences', 'SOCI 19 - Introduction to Statistics for the Social Sciences']","[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['STAT C1000 - Introduction to Statistics']}], 'courses': ['STAT C1000 - Introduction to Statistics'], 'must_take_together': False}, {'option': 2, 'groups': [{'group_conjunction': 'AND', 'courses': ['PSYC 19 - Introduction to Statistics for the Social Sciences']}], 'courses': ['PSYC 19 - Introduction to Statistics for the Social Sciences'], 'must_take_together': False}, {'option': 3, 'groups': [{'group_conjunction': 'AND', 'courses': ['SOCI 19 - Introduction to Statistics for the Social Sciences']}], 'courses': ['SOCI 19 - Introduction to Statistics for the Social Sciences'], 'must_take_together': False}]",,[],6dbe382e-033e-4a34-d1d4-08dd6d829ad0
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay","Business Administration B.S., Entrepreneurship Concentration","{""type"": ""Conjunction"", ""conjunction"": ""And"", ""id"": ""5483929c-1b7a-484c-cbda-08dd6d829ac2"", ""selectionType"": ""Complete""}",,Course,STAT 100 - Introduction to Statistics,((STAT C1000 - Introduction to Statistics) OR (PSYC 19 - Introduction to Statistics for the Social Sciences)) OR (SOCI 19 - Introduction to Statistics for the Social Sciences),"['STAT C1000 - Introduction to Statistics', 'PSYC 19 - Introduction to Statistics for the Social Sciences', 'SOCI 19 - Introduction to Statistics for the Social Sciences']","[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['STAT C1000 - Introduction to Statistics']}], 'courses': ['STAT C1000 - Introduction to Statistics'], 'must_take_together': False}, {'option': 2, 'groups': [{'group_conjunction': 'AND', 'courses': ['PSYC 19 - Introduction to Statistics for the Social Sciences']}], 'courses': ['PSYC 19 - Introduction to Statistics for the Social Sciences'], 'must_take_together': False}, {'option': 3, 'groups': [{'group_conjunction': 'AND', 'courses': ['SOCI 19 - Introduction to Statistics for the Social Sciences']}], 'courses': ['SOCI 19 - Introduction to Statistics for the Social Sciences'], 'must_take_together': False}]",,[],e5792444-a748-4838-d1d5-08dd6d829ad0
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay","Business Administration B.S., Management & International Business Concentration","{""type"": ""Conjunction"", ""conjunction"": ""And"", ""id"": ""a86117f4-f050-4624-cbde-08dd6d829ac2"", ""selectionType"": ""Complete""}",,Course,MATH 130 - Precalculus,MATH 13 - Pre-Calculus,['MATH 13 - Pre-Calculus'],"[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['MATH 13 - Pre-Calculus']}], 'courses': ['MATH 13 - Pre-Calculus'], 'must_take_together': False}]",,[],ce0de716-a6c4-41a7-d1e8-08dd6d829ad0
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay","Business Administration B.S., Management & International Business Concentration","{""type"": ""Conjunction"", ""conjunction"": ""And"", ""id"": ""a86117f4-f050-4624-cbde-08dd6d829ac2"", ""selectionType"": ""Complete""}",,Course,MATH 150 - Calculus I,MATH 20A - Calculus with Analytic Geometry I,['MATH 20A - Calculus with Analytic Geometry I'],"[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['MATH 20A - Calculus with Analytic Geometry I']}], 'courses': ['MATH 20A - Calculus with Analytic Geometry I'], 'must_take_together': False}]",,[],a033b84e-e39c-4f59-d1e9-08dd6d829ad0
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay","Business Administration B.S., Management & International Business Concentration","{""type"": ""Conjunction"", ""conjunction"": ""And"", ""id"": ""a86117f4-f050-4624-cbde-08dd6d829ac2"", ""selectionType"": ""Complete""}",,Course,MATH 115 - Finite Mathematics,(MATH 17 - Finite Mathematics) OR (MATH 18 - Calculus and Analytic Geometry for the Biological/Social Science/Business),"['MATH 17 - Finite Mathematics', 'MATH 18 - Calculus and Analytic Geometry for the Biological/Social Science/Business']","[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['MATH 17 - Finite Mathematics']}], 'courses': ['MATH 17 - Finite Mathematics'], 'must_take_together': False}, {'option': 2, 'groups': [{'group_conjunction': 'AND', 'courses': ['MATH 18 - Calculus and Analytic Geometry for the Biological/Social Science/Business']}], 'courses': ['MATH 18 - Calculus and Analytic Geometry for the Biological/Social Science/Business'], 'must_take_together': False}]",,[],eed2836c-1b8f-4a35-d1ea-08dd6d829ad0
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay","Business Administration B.S., Management & International Business Concentration","{""type"": ""Conjunction"", ""conjunction"": ""And"", ""id"": ""a86117f4-f050-4624-cbde-08dd6d829ac2"", ""selectionType"": ""Complete""}",,Course,BUS 200 - Personal & Professional Responsibility,BUSI 1 - Introduction to Business,['BUSI 1 - Introduction to Business'],"[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['BUSI 1 - Introduction to Business']}], 'courses': ['BUSI 1 - Introduction to Business'], 'must_take_together': False}]",,[],1136e41b-706a-42b6-d1eb-08dd6d829ad0
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay","Business Administration B.S., Management & International Business Concentration","{""type"": ""Conjunction"", ""conjunction"": ""And"", ""id"": ""a86117f4-f050-4624-cbde-08dd6d829ac2"", ""selectionType"": ""Complete""}",,Course,BUS 201 - Macro Economics,ECON 2 - Principles of Economics: Macro,['ECON 2 - Principles of Economics: Macro'],"[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['ECON 2 - Principles of Economics: Macro']}], 'courses': ['ECON 2 - Principles of Economics: Macro'], 'must_take_together': False}]",,[],69eb7cde-cb94-491d-d1ec-08dd6d829ad0
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay","Business Administration B.S., Management & International Business Concentration","{""type"": ""Conjunction"", ""conjunction"": ""And"", ""id"": ""a86117f4-f050-4624-cbde-08dd6d829ac2"", ""selectionType"": ""Complete""}",,Course,BUS 202 - Micro Economics,ECON 4 - Principles of Economics: Micro,['ECON 4 - Principles of Economics: Micro'],"[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['ECON 4 - Principles of Economics: Micro']}], 'courses': ['ECON 4 - Principles of Economics: Micro'], 'must_take_together': False}]",,[],c7697d4f-ec06-4a82-d1ed-08dd6d829ad0
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay","Business Administration B.S., Management & International Business Concentration","{""type"": ""Conjunction"", ""conjunction"": ""And"", ""id"": ""a86117f4-f050-4624-cbde-08dd6d829ac2"", ""selectionType"": ""Complete""}",,Course,BUS 203 - Financial Accounting,BUSI 3A - Financial Accounting,['BUSI 3A - Financial Accounting'],"[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['BUSI 3A - Financial Accounting']}], 'courses': ['BUSI 3A - Financial Accounting'], 'must_take_together': False}]",,[],b7f01a05-1624-40a3-d1ee-08dd6d829ad0
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay","Business Administration B.S., Management & International Business Concentration","{""type"": ""Conjunction"", ""conjunction"": ""And"", ""id"": ""a86117f4-f050-4624-cbde-08dd6d829ac2"", ""selectionType"": ""Complete""}",,Course,BUS 205 - Managerial Accounting,BUSI 3B - Managerial Accounting,['BUSI 3B - Managerial Accounting'],"[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['BUSI 3B - Managerial Accounting']}], 'courses': ['BUSI 3B - Managerial Accounting'], 'must_take_together': False}]",,[],0c244fec-f750-4ce2-d1ef-08dd6d829ad0
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay","Business Administration B.S., Management & International Business Concentration","{""type"": ""Conjunction"", ""conjunction"": ""And"", ""id"": ""a86117f4-f050-4624-cbde-08dd6d829ac2"", ""selectionType"": ""Complete""}",,Course,BUS 206 - Business Law,BUSI 4 - Business Law,['BUSI 4 - Business Law'],"[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['BUSI 4 - Business Law']}], 'courses': ['BUSI 4 - Business Law'], 'must_take_together': False}]",,[],c3eb6f33-b86f-40a4-d1f0-08dd6d829ad0
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay","Business Administration B.S., Management & International Business Concentration","{""type"": ""Conjunction"", ""conjunction"": ""And"", ""id"": ""a86117f4-f050-4624-cbde-08dd6d829ac2"", ""selectionType"": ""Complete""}",,Course,BUS 204 - Business Mathematics and Statistics,((STAT C1000 - Introduction to Statistics) OR (PSYC 19 - Introduction to Statistics for the Social Sciences)) OR (SOCI 19 - Introduction to Statistics for the Social Sciences),"['STAT C1000 - Introduction to Statistics', 'PSYC 19 - Introduction to Statistics for the Social Sciences', 'SOCI 19 - Introduction to Statistics for the Social Sciences']","[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['STAT C1000 - Introduction to Statistics']}], 'courses': ['STAT C1000 - Introduction to Statistics'], 'must_take_together': False}, {'option': 2, 'groups': [{'group_conjunction': 'AND', 'courses': ['PSYC 19 - Introduction to Statistics for the Social Sciences']}], 'courses': ['PSYC 19 - Introduction to Statistics for the Social Sciences'], 'must_take_together': False}, {'option': 3, 'groups': [{'group_conjunction': 'AND', 'courses': ['SOCI 19 - Introduction to Statistics for the Social Sciences']}], 'courses': ['SOCI 19 - Introduction to Statistics for the Social Sciences'], 'must_take_together': False}]",,[],01e8f2a5-5116-40c3-d1f1-08dd6d829ad0
